model,datasets,Platform,Modeltype,ARI,NMI,CHAOS,PAS,Time,Memory,CellCount,GeneCount,AllCount,dASW,dLISI,ILL,bASW,iLISI,GC,slices_count
GraphSTwithPASTE,MERFISH_Brain_S6,Python,DL,0.118224362966946,0.206598380812896,0.0226317052177567,0.0581284095392398,NA,NA,25907,374,9689218,0.502324744826183,0.80845046043396,0.5006862,0.97459805,0.717653274536133,0.738162032617573,3
MENDER,MERFISH_Brain_S6,Python,DL,0.543164894406457,0.589995645156116,0.0230552323198184,0.066398655819159,225.816246747971,1467.72265625,25907,374,9689218,0.561814442276955,0.9591155733381,0.5416226,0.96843266,0.621778249740601,0.747749107824973,3
NicheCompass,MERFISH_Brain_S6,Python,DL,0.562915806714489,0.595800998360755,0.0239981915044187,0.120613447601503,512.150893211365,1121.7109375,25907,374,9689218,0.588890627026558,0.984975814819336,0.5221147,0.92980194,0.563344359397888,0.904389308447327,3
PRECAST,MERFISH_Brain_S6,R,Sta,0.226977773569247,0.254569687354616,0.0432609026536345,0.616657689270317,174.228130340576,93.4272842407227,25907,374,9689218,0.496779296547174,0.811013766697475,0.45685455,0.95160687,0.771939873695374,0.368627255450145,3
Spado,MERFISH_Brain_S6,R,Sta,0.433460473506607,0.55946004684494,0.0226889454347654,0.0778638624402845,2992.60678315163,5131.10133361816,25907,374,9689218,0.618328593671322,0.952438082013811,0.6169075,0.9137827,0.529140591621399,0.896134177313898,3
SPIRAL,MERFISH_Brain_S6,Python,DL,0.244928989825396,0.309365975480322,0.0406929454006582,0.561120537596896,44473.91,5423.62,25907,374,9689218,0.523672932758927,0.898634621075222,0.48566398,0.9677949,0.687430500984192,0.56236592072106,3
STAIG,MERFISH_Brain_S6,Python,DL,0.442935422239568,0.588931794056595,0.0241194746241003,0.127539017168882,15123.7403492928,72848.609375,25907,374,9689218,0.580568611621857,0.973760911396572,0.5632863,0.90505224,0.623770594596863,0.887680569291813,3
STAligner,MERFISH_Brain_S6,Python,DL,0.604710507030075,0.644302816917414,0.024324350011945,0.0857025644250343,124.541610002518,6546.56640625,25907,374,9689218,0.562029011547565,0.988035917282104,0.59500265,0.9552798,0.392910003662109,0.936230337956338,3
Banksy,MERFISH_Brain_S7,R,Sta,0.63621474583859,0.594662473507147,0.0223550156494899,0.062027559731457,30.9471189975739,193.220573425293,32792,374,12264208,0.500263883295702,0.939391783305577,0.49758005,0.9582366,0.522666215896606,0.950913124341393,3
CellCharter,MERFISH_Brain_S7,Python,DL,0.55911196537045,0.606186278055828,0.0229508381299043,0.207610183691529,948.437579870224,3584.08203125,32792,374,12264208,0.546605702489614,0.992466177259173,0.54260164,0.97650194,0.702019453048706,0.90452566700359,3
CN,MERFISH_Brain_S7,R,Sta,0.420450486971441,0.530382558252782,0.0217980630199545,0.158982969030955,0.519222021102905,592.67578125,32792,374,12264208,0.499721471918747,0.843059403555734,0.5021335,0.9834454,0.770214319229126,0.445287892705951,3
GraphST,MERFISH_Brain_S7,Python,DL,0.468456264337688,0.56141702441649,0.0192173236787439,0.0293272522550297,473.234991073608,36845.16015625,32792,374,12264208,0.491787255741656,0.945012262889317,0.5006126,0.9665651,0.494534552097321,0.950663574564815,3
GraphSTwithPASTE,MERFISH_Brain_S7,Python,DL,0.423247825229835,0.569866298832001,0.0200607049576626,0.06859217438153,NA,NA,32792,374,12264208,0.498755024163984,0.927293198449271,0.50365,0.98283815,0.748699903488159,0.877431300626441,3
MENDER,MERFISH_Brain_S7,Python,DL,0.716197085466904,0.653007675367751,0.0200916354021396,0.0509926720224934,307.516281366348,1563.60546875,32792,374,12264208,0.586889252066612,0.986650586128235,0.54910815,0.9665884,0.720667839050293,0.804739019608231,3
NicheCompass,MERFISH_Brain_S7,Python,DL,0.544287050331754,0.614686057745657,0.0211872380992742,0.103997945440601,1012.85973882675,1499.5859375,32792,374,12264208,0.602681338787079,0.993482215063913,0.5931853,0.9434581,0.62702465057373,0.929273977805339,3
PRECAST,MERFISH_Brain_S7,R,Sta,0.181956059315001,0.248652183944613,0.0383063743494952,0.663343480250288,202.023280382156,116.72957611084,32792,374,12264208,0.483084434643388,0.761880465916225,0.4821862,0.9552089,0.817153930664062,0.36466130683378,3
Spado,MERFISH_Brain_S7,R,Sta,0.683374347821441,0.634585119781599,0.0194890414892834,0.0388974841391823,4857.67566514015,8216.38108825684,32792,374,12264208,0.64871621131897,0.996174539838518,0.6014385,0.90377206,0.590489387512207,0.950358840969441,3
SPIRAL,MERFISH_Brain_S7,Python,DL,0.371674533541574,0.319917257350302,0.036011780882846,0.556517304635452,56202.35,6506.57,32792,374,12264208,0.524447828531265,0.877945695604597,0.5082158,0.97946167,0.787824034690857,0.493119298839609,3
STAIG,MERFISH_Brain_S7,Python,DL,0.378727872033559,0.497817860366988,0.0224881194308479,0.228428225470482,22588.560713768,115736.0078125,32792,374,12264208,0.579166889190674,0.943703140531267,0.5123865,0.8975029,0.720250368118286,0.850814856228948,3
STAligner,MERFISH_Brain_S7,Python,DL,0.759997979472874,0.660642596120814,0.0219637399515937,0.113330372919699,141.566982269287,8255.19140625,32792,374,12264208,0.534452192485332,0.986572844641549,0.54050696,0.96357626,0.464726865291595,0.940441386135927,3
Banksy,MERFISH_Brain_S8,R,Sta,0.740645795081831,0.693990636510843,0.0218426881879326,0.0594384511662969,37.1616537570953,225.716667175293,38338,374,14338412,0.527763396501541,0.959089398384094,0.5073112,0.9535861,0.471442103385925,0.929458972182513,3
CellCharter,MERFISH_Brain_S8,Python,DL,0.489808635203015,0.548988183655537,0.025498184246004,0.37122372482815,1015.94852399826,3578.4140625,38338,374,14338412,0.557734627276659,0.997158357075283,0.5496714,0.9633778,0.653016328811646,0.903627008968383,3
CN,MERFISH_Brain_S8,R,Sta,0.429880104039623,0.521480024341916,0.0216988641047942,0.168097642134452,0.564738035202026,616.89453125,38338,374,14338412,0.507286842912436,0.870356355394636,0.5022437,0.97907877,0.702776551246643,0.436452309403248,3
GraphST,MERFISH_Brain_S8,Python,DL,0.484966327489229,0.601334210665094,0.0188883273696372,0.0355140729853079,609.958778619766,49049.38671875,38338,374,14338412,0.49473968334496,0.965020401137216,0.5011033,0.93713075,0.464555144309998,0.945151758691535,3
GraphSTwithPASTE,MERFISH_Brain_S8,Python,DL,0.330162074475152,0.495094417100926,0.019727726560732,0.0690866902899201,NA,NA,38338,374,14338412,0.498812946723774,0.908996599061148,0.4997933,0.9702331,0.739773392677307,0.853897568530775,3
MENDER,MERFISH_Brain_S8,Python,DL,0.664459346214638,0.617643823011787,0.0188297547120563,0.0170481796318097,414.46594953537,1668.62890625,38338,374,14338412,0.58979145437479,0.989333135741098,0.54467034,0.96456814,0.710392236709595,0.769676704269876,3
NicheCompass,MERFISH_Brain_S8,Python,DL,0.618124912120895,0.647968009915386,0.020146723820969,0.0806361552826408,1182.04157519341,1551.96484375,38338,374,14338412,0.591998554766178,0.996940510613578,0.5876168,0.94284153,0.564582824707031,0.935638492803168,3
PRECAST,MERFISH_Brain_S8,R,Sta,0.164328358566128,0.244697281709266,0.0378077932728485,0.60755332995838,234.932842969894,135.437118530273,38338,374,14338412,0.482600109651685,0.762440170560564,0.4732072,0.9367633,0.806844234466553,0.404999317960011,3
Spado,MERFISH_Brain_S8,R,Sta,0.502220674421616,0.617356199040679,0.0189496922166816,0.0363861434842793,6860.98431253433,11228.0249404907,38338,374,14338412,0.654420524835587,0.996201770646231,0.5898279,0.8940805,0.590588808059692,0.916765318921457,3
SPIRAL,MERFISH_Brain_S8,Python,DL,0.346288352142072,0.286587557570671,0.0370073942936364,0.477610717980407,76364,7588.95,38338,374,14338412,0.536506418138742,0.90607339995248,0.51223886,0.96942735,0.631425023078918,0.544638534332281,3
STAIG,MERFISH_Brain_S8,Python,DL,0.420213881344679,0.49185497676935,0.0225571734216243,0.274175120128179,34114.8959264755,157985.296875,38338,374,14338412,0.588091105222702,0.972256796700614,0.53116685,0.9006263,0.670238971710205,0.882871172223719,3
STAligner,MERFISH_Brain_S8,Python,DL,0.536762390832438,0.61896704488764,0.0214595440398146,0.136276617844519,152.270546197891,10283.3671875,38338,374,14338412,0.545404322445393,0.99438202381134,0.54333496,0.9475688,0.397936701774597,0.92611837459309,3
Banksy,MERFISH_Brain_S9,R,Sta,0.55727600826028,0.606054243186939,0.0224157173208736,0.0688016006844469,32.8452751636505,199.525260925293,33868,374,12666632,0.516100259497762,0.93253641469138,0.5078156,0.9677676,0.501070499420166,0.960638689420582,3
CellCharter,MERFISH_Brain_S9,Python,DL,0.584505342177846,0.57532951621805,0.0239085651280422,0.218527975370069,1013.19541287422,3576.6484375,33868,374,12666632,0.563305251300335,0.987430742808751,0.55594546,0.9779571,0.732091188430786,0.89584993352739,3
CN,MERFISH_Brain_S9,R,Sta,0.337951158570102,0.446592718238726,0.0226971129208159,0.235584417462234,0.720044136047363,600.18359375,33868,374,12666632,0.503138579428196,0.857829587800162,0.49812073,0.9858781,0.77883768081665,0.367232677224906,3
GraphST,MERFISH_Brain_S9,Python,DL,0.365250261403973,0.512360349295635,0.0194264431791751,0.0337249618076223,488.527022123337,39087.72265625,33868,374,12666632,0.53194671869278,0.946186133793422,0.52684784,0.95574665,0.503052473068237,0.928975440149937,3
GraphSTwithPASTE,MERFISH_Brain_S9,Python,DL,0.311171720442057,0.443329773559428,0.0200687522636611,0.0531130583947418,NA,NA,33868,374,12666632,0.524277776479721,0.912856204169137,0.5198337,0.97966874,0.736931324005127,0.865654137405365,3
MENDER,MERFISH_Brain_S9,Python,DL,0.533996856361152,0.587477716387958,0.0206149977469392,0.0731484590502529,377.320841550827,1608.59765625,33868,374,12666632,0.570458278059959,0.956871543611799,0.5424335,0.9757408,0.714338064193726,0.752965289560504,3
NicheCompass,MERFISH_Brain_S9,Python,DL,0.505319168705896,0.574871357519821,0.0209310562247843,0.112969388302626,1694.968927145,1143.2578125,33868,374,12666632,0.603870734572411,0.987318481717791,0.5856664,0.957737,0.569930076599121,0.933989560979812,3
PRECAST,MERFISH_Brain_S9,R,Sta,0.180551665925085,0.251008866407523,0.0379293854324908,0.637130549106637,265.933324337006,120.844551086426,33868,374,12666632,0.48288868740201,0.823104654039655,0.46240145,0.9562468,0.798763632774353,0.39283170787388,3
Spado,MERFISH_Brain_S9,R,Sta,0.401735610976519,0.546353036784123,0.0202162201553258,0.0870751336672957,5337.20568966866,8763.98588562012,33868,374,12666632,0.623234689235687,0.966509819030762,0.59255815,0.9328345,0.599592208862305,0.91814979226406,3
SPIRAL,MERFISH_Brain_S9,Python,DL,0.248503284663131,0.267384408820358,0.0375319666507558,0.576785212290116,65706.31,6723.73,33868,374,12666632,0.521660896018147,0.876553177833557,0.50929356,0.9822308,0.790527105331421,0.509422993458664,3
STAIG,MERFISH_Brain_S9,Python,DL,0.398732787992758,0.506682944394243,0.0225840364291724,0.203827115039968,28035.2510356903,123587.16015625,33868,374,12666632,0.525803426280618,0.947707618985857,0.5109291,0.92872214,0.709626197814941,0.877515899108416,3
STAligner,MERFISH_Brain_S9,Python,DL,0.427028576807246,0.562268265731958,0.0228117135762704,0.18237355679529,145.011640548706,8881.34765625,33868,374,12666632,0.542390067130327,0.975823078836713,0.54040915,0.9741237,0.494954288005829,0.917505396172076,3
Banksy,MERFISH_Brain_S10,R,Sta,0.491329905500105,0.57084767929697,0.0227099814237319,0.0515394028545861,29.6795308589935,165.774459838867,28105,374,10511270,0.504430926404893,0.920870542526245,0.547501,0.94735646,0.360776603221893,0.963620778654073,3
CellCharter,MERFISH_Brain_S10,Python,DL,0.546684911363983,0.592219129320268,0.0211111827463568,0.0640191300368967,846.422449111938,3562.58203125,28105,374,10511270,0.554128427058458,0.98304990359715,0.58985084,0.94857347,0.568957448005676,0.927912998827634,3
CN,MERFISH_Brain_S10,R,Sta,0.375755382408648,0.503989301595405,0.0230431207273432,0.186082148937975,0.486853122711182,574.9140625,28105,374,10511270,0.498333999421448,0.834179537636893,0.5122112,0.9723956,0.617186188697815,0.414462701788862,3
GraphST,MERFISH_Brain_S10,Python,DL,0.332728024611806,0.483111008089476,0.0198806413453461,0.0306097382572618,329.077581167221,28040.52734375,28105,374,10511270,0.523736786097288,0.93505733353751,0.5436235,0.9185694,0.356511771678925,0.927910427633243,3
GraphSTwithPASTE,MERFISH_Brain_S10,Python,DL,0.299583150156457,0.44465787452948,0.0205269890944655,0.0758381605421272,NA,NA,28105,374,10511270,0.513202230446041,0.892965589250837,0.51400536,0.96036214,0.726683497428894,0.827977108482661,3
MENDER,MERFISH_Brain_S10,Python,DL,0.565609150233303,0.625896505349054,0.0211220426734637,0.0620413120282628,254.521462678909,1487.359375,28105,374,10511270,0.564362585544586,0.931156584194728,0.5693681,0.9771069,0.66479480266571,0.813334360095131,3
NicheCompass,MERFISH_Brain_S10,Python,DL,0.610101216209459,0.614112006525271,0.0220862059166653,0.102493158780568,804.038853883743,1162.515625,28105,374,10511270,0.604702547192574,0.978913562638419,0.5181942,0.92770875,0.53343403339386,0.920104043605561,3
PRECAST,MERFISH_Brain_S10,R,Sta,0.261607046346718,0.26702020284935,0.0402516974773257,0.513984345147967,246.231505155563,100.809188842773,28105,374,10511270,0.499146728951018,0.763715812138149,0.42268443,0.93005586,0.788244605064392,0.39742237929643,3
Spado,MERFISH_Brain_S10,R,Sta,0.50085068263429,0.585424242177384,0.020299844577568,0.0546088393989092,3663.08499979973,6037.62205505371,28105,374,10511270,0.621318392455578,0.961251224790301,0.66271245,0.90754455,0.510748744010925,0.941987605868124,3
SPIRAL,MERFISH_Brain_S10,Python,DL,0.268721711563225,0.307283321452533,0.0377108821817646,0.527658393259239,50331.5,5814.32,28105,374,10511270,0.511792206205428,0.855342899050031,0.4977229,0.9308233,0.39581835269928,0.584552565624509,3
STAIG,MERFISH_Brain_S10,Python,DL,0.453944281607758,0.534888314152719,0.0233828789779573,0.181174555962763,16249.0531871319,85325.94921875,28105,374,10511270,0.520753171294928,0.929148997579302,0.5538481,0.89357257,0.651068568229675,0.868300697979325,3
STAligner,MERFISH_Brain_S10,Python,DL,0.50174680816019,0.556291301051316,0.0234367232136975,0.165410072694565,100.532013654709,7086.578125,28105,374,10511270,0.543976366519928,0.974377819469997,0.61042315,0.95255035,0.324643194675446,0.931930618219764,3
Banksy,MERFISH_Brain_S11,R,Sta,0.658528827294184,0.676786178447709,0.0214609164486697,0.0294481465988528,28.7560927867889,170.754928588867,28955,374,10829170,0.4791952483356,0.925027745110648,0.4598393,0.9510578,0.448688149452209,0.855003497803207,3
CellCharter,MERFISH_Brain_S11,Python,DL,0.441233658219612,0.5538668420984,0.0248529263404785,0.203173836025406,854.141172647476,3584.3125,28955,374,10829170,0.547820929437876,0.977888345718384,0.57974446,0.96764123,0.602954030036926,0.878945246777109,3
CN,MERFISH_Brain_S11,R,Sta,0.384406157587477,0.491554904871339,0.0242255809008239,0.18167876304145,0.469618558883667,578.44921875,28955,374,10829170,0.498347363783978,0.832951954432896,0.482878,0.9838961,0.713233828544617,0.420015896175976,3
GraphST,MERFISH_Brain_S11,Python,DL,0.463906801049969,0.584808697884002,0.0211843953009601,0.0449428075658016,307.739059448242,29616.1640625,28955,374,10829170,0.507518898230046,0.926985774721418,0.55916643,0.9639578,0.408907294273376,0.931585785578682,3
GraphSTwithPASTE,MERFISH_Brain_S11,Python,DL,0.161935537206222,0.287363691909309,0.0222646841877225,0.0815448662412669,NA,NA,28955,374,10829170,0.499502252554521,0.824058566774641,0.4969884,0.9778054,0.661332964897156,0.682702903665854,3
MENDER,MERFISH_Brain_S11,Python,DL,0.593977909940297,0.602349643934764,0.0219790832879715,0.0605175038864554,267.447815656662,1517.8203125,28955,374,10829170,0.566745832562447,0.933488130569458,0.513555,0.96587944,0.625057935714722,0.734475614636035,3
NicheCompass,MERFISH_Brain_S11,Python,DL,0.542794004208934,0.600847933849488,0.0228856402107394,0.113528748638555,1023.97037672997,1054.27734375,28955,374,10829170,0.605078682303429,0.981500063623701,0.5160512,0.924212,0.527285933494568,0.86415189143101,3
PRECAST,MERFISH_Brain_S11,R,Sta,0.189032689778582,0.25797205182177,0.0410437896501267,0.583909597402994,203.96471452713,103.724250793457,28955,374,10829170,0.487980294041336,0.759591749736241,0.3917026,0.951537,0.731339812278748,0.400545605490961,3
Spado,MERFISH_Brain_S11,R,Sta,0.573920915566702,0.590368520794388,0.0215533709287145,0.0625060441813324,3969.40366220474,6407.45429229736,28955,374,10829170,0.615610592067242,0.960811342511858,0.61985624,0.9000045,0.474919021129608,0.924173232366498,3
SPIRAL,MERFISH_Brain_S11,Python,DL,0.305795868778017,0.300815840924836,0.0401952892095926,0.555808413454086,50915.78,6129.43,28955,374,10829170,0.516556160524487,0.846647296633039,0.47539762,0.97011614,0.682159900665283,0.47495610563098,3
STAIG,MERFISH_Brain_S11,Python,DL,0.423047272943307,0.505657593037346,0.024667815769608,0.201289507397068,22674.2574515343,92184.22265625,28955,374,10829170,0.528089249506593,0.924182278769357,0.46269825,0.884189,0.618555903434753,0.82539990119196,3
STAligner,MERFISH_Brain_S11,Python,DL,0.662479656006537,0.623835057623814,0.0242963097616058,0.111858773702155,119.227274179459,7721.046875,28955,374,10829170,0.539032608270645,0.970132946968079,0.558386,0.9582336,0.413238108158112,0.876823824622486,3
Banksy,MERFISH_Brain_S12,R,Sta,0.588868686830975,0.645637781701899,0.01890930428261,0.0681789481297061,32.9807975292206,195.868209838867,33241,374,12432134,0.485268726013601,0.910580839429583,0.49584186,0.9246745,0.611464023590088,0.891559991366116,2
CellCharter,MERFISH_Brain_S12,Python,DL,0.642979179033771,0.651439264167652,0.0180734340338425,0.125862233504011,851.342835664749,3637.19921875,33241,374,12432134,0.541511282324791,0.987367425646101,0.543916,0.97076386,0.754710078239441,0.837317835997778,2
CN,MERFISH_Brain_S12,R,Sta,0.301941019770332,0.44086979111497,0.0192441526967582,0.260316053729242,0.548677682876587,598.22265625,33241,374,12432134,0.49865117482841,0.851933036531721,0.49701592,0.97545993,0.814375996589661,0.421863306241244,2
GraphST,MERFISH_Brain_S12,Python,DL,0.397309975230791,0.538004016223383,0.0162066029024676,0.0291629490061384,663.850464582443,37755.9296875,33241,374,12432134,0.482406720519066,0.940620337213789,0.49797705,0.9612857,0.51530647277832,0.91441267969981,2
GraphSTwithPASTE,MERFISH_Brain_S12,Python,DL,0.379060013342692,0.485375328425384,0.0164445139259239,0.0429333494720259,NA,NA,33241,374,12432134,0.49743195832707,0.900224651609148,0.50223273,0.9714525,0.821752667427063,0.815816129046223,2
MENDER,MERFISH_Brain_S12,Python,DL,0.491462344393868,0.549445274068304,0.0170353557851379,0.0694876684611269,300.911769151688,1593.046875,33241,374,12432134,0.560449104756117,0.904816116605486,0.5453741,0.9793692,0.835845708847046,0.6620475127725,2
NicheCompass,MERFISH_Brain_S12,Python,DL,0.604539156829205,0.636480789208792,0.0177748012368273,0.0985507707420084,933.257656812668,1258.74609375,33241,374,12432134,0.600927099585533,0.989070500646319,0.6051283,0.94420457,0.779312491416931,0.884104193718467,2
PRECAST,MERFISH_Brain_S12,R,Sta,0.162970753462529,0.242441205727691,0.031682730906428,0.595475063959226,483.934618234634,118.336120605469,33241,374,12432134,0.473529538139701,0.772191183907645,0.47206348,0.946761,0.894880652427673,0.366564018030299,2
Spado,MERFISH_Brain_S12,R,Sta,0.371082177984687,0.536421499479502,0.0166673975925931,0.0621930599889827,5298.42497205734,8442.74118041992,33241,374,12432134,0.585403822362423,0.929732527051653,0.5906104,0.93343747,0.73605489730835,0.833495374011259,2
SPIRAL,MERFISH_Brain_S12,Python,DL,0.263496173118614,0.315183066534956,0.0300057072660629,0.566142846728154,60193.12,8068.44,33241,374,12432134,0.503828627057374,0.869425211633955,0.49820608,0.85572827,0.024816632270813,0.517368206250926,2
STAIG,MERFISH_Brain_S12,Python,DL,0.524660447730591,0.569915955930685,0.0185328107781242,0.168985670753376,27797.8218653202,124603.41015625,33241,374,12432134,0.560315776616335,0.96552642754146,0.56027997,0.92543924,0.802939176559448,0.840750363847798,2
STAligner,MERFISH_Brain_S12,Python,DL,0.533871049609092,0.62722367470997,0.0186190997886959,0.143673329729354,91.0751078128815,7960.51171875,33241,374,12432134,0.531708810478449,0.980664508683341,0.5472129,0.9547286,0.435683488845825,0.916308450819088,2
Banksy,STARMap,R,Sta,0.541572954640914,0.536058543778869,0.0723496845729208,0.0312868807427896,3.80724740028381,9.64664459228516,3190,166,529540,0.505956873297691,0.865527113278707,0.5091233,0.89755905,0.271342992782593,0.979187542045369,3
CellCharter,STARMap,Python,DL,0.678206599792278,0.630251643272096,0.0731173786858478,0.0486532528445695,150.847239255905,3356.546875,3190,166,529540,0.584535583853722,0.993093570073446,0.6082827,0.94939125,0.665807485580444,0.98221504621064,3
CN,STARMap,R,Sta,0.460964582322579,0.503861832177361,0.0754817416225182,0.0897391880184783,0.245234966278076,467.609375,3190,166,529540,0.512174088507891,0.796412309010824,0.51937413,0.97484386,0.621110081672668,0.822256828134007,3
GraphST,STARMap,Python,DL,0.219365251347056,0.274384929706173,0.0719689108026317,0.027892794827204,15.9786655902863,3313.15625,3190,166,529540,0.489705069921911,0.831312298774719,0.51889354,0.944343,0.698889493942261,0.941321341956997,3
GraphSTwithPASTE,STARMap,Python,DL,0.318152978744496,0.399192881541409,0.0733308547062298,0.0454895815676508,NA,NA,3190,166,529540,0.514918081462383,0.872833093007406,0.53027344,0.9528196,0.725102663040161,0.970463061882721,3
MENDER,STARMap,Python,DL,0.200985619248851,0.215669564944883,0.165454935163351,0.719400716980501,33.7733671665192,1061.29296875,3190,166,529540,0.576309569180012,0.884381850560506,0.6002963,0.916482,0.935152173042297,0.428380646926605,3
NicheCompass,STARMap,Python,DL,0.614220618517969,0.547046300345476,0.0760801849739027,0.0955231543876698,51.5137338638306,882.4765625,3190,166,529540,0.646044567227364,0.986210425694784,0.67890215,0.8815039,0.477855682373047,0.973975516477107,3
PRECAST,STARMap,R,Sta,0.294752075816932,0.350619916943411,0.0847972048247084,0.213141113287222,11.4013020992279,11.0450973510742,3190,166,529540,0.513623034581542,0.807131210962931,0.5947535,0.9282623,0.816956758499146,0.826434095448271,3
Spado,STARMap,R,Sta,0.824481923642446,0.78276958175001,0.0712763625463076,0.0109819238906348,50.6595575809479,79.4193725585938,3190,166,529540,0.691726848483086,0.99998939037323,0.6862857,0.8478805,0.198020815849304,0.907383088708903,3
SPIRAL,STARMap,Python,DL,0.418287679075164,0.397749520305597,0.0912606940627108,0.27596451471557,1542.86,3461.72,3190,166,529540,0.541016198694706,0.904102166493734,0.53985685,0.96890837,0.624788641929626,0.8325913893367,3
STAIG,STARMap,Python,DL,0.824432882303488,0.757071716283237,0.0713630896787998,0.0163017470687162,72.6351013183594,1554.359375,3190,166,529540,0.740230590105057,0.999503374099731,0.74828386,0.90062976,0.541102409362793,0.975080266007688,3
STAligner,STARMap,Python,DL,0.27823804605868,0.275931055148882,0.0979585640147047,0.360035232417388,25.8901572227478,3233.59375,3190,166,529540,0.510739939287305,0.784129818280538,0.52697814,0.97009146,0.643635988235474,0.878486911060114,3
Banksy,Mouse,R,Sta,0.50774350990507,0.585959282540752,0.0334013856884911,0.0869661105172276,88.6685161590576,651.378517150879,161384,254,40991536,0.523090116679668,0.976484696070353,0.5786386,0.92015207,0.0731227844953537,0.990505581472827,33
CellCharter,Mouse,Python,DL,0.495633811874909,0.606659615399729,0.0319429949191747,0.131666911058128,1017.84845495224,4209.234375,161384,254,40991536,0.557107303291559,0.995746692021688,0.6060637,0.94475263,0.178659781813622,0.933737898840699,33
CN,Mouse,R,Sta,0.369800361521928,0.542046162630481,0.0295698020299342,0.0458569805629655,5.25170230865479,2255.83984375,161384,254,40991536,0.515785260125995,0.938226302464803,0.5606722,0.9539639,0.210951119661331,0.658519489508072,33
GraphST,Mouse,Python,DL,NA,NA,NA,NA,NA,NA,161384,254,40991536,NA,NA,NA,NA,NA,NA,33
GraphSTwithPASTE,Mouse,Python,DL,NA,NA,NA,NA,NA,NA,161384,254,40991536,NA,NA,NA,NA,NA,NA,33
MENDER,Mouse,Python,DL,0.480781790817444,0.632976695252476,0.0290884392049335,0.0337563771865931,3366.20110249519,5173.7734375,161384,254,40991536,0.554314851760864,0.99999988079071,0.6541349,0.95020485,0.143192768096924,0.905388923030137,33
NicheCompass,Mouse,Python,DL,0.546122161946108,0.596689107681642,0.0287981999149054,0.0282736313143203,4347.90334510803,2631.8046875,161384,254,40991536,0.589517429471016,0.994911392529806,0.641611,0.90934044,0.0816639512777328,0.967884253244854,33
PRECAST,Mouse,R,Sta,0.123200698981525,0.2269150828206,0.0435654780593305,0.377468670765086,511.429758548737,407.53816986084,161384,254,40991536,0.414083376526833,0.900461435317993,0.46111894,0.7674399,0.23410564661026,0.711238254031766,33
Spado,Mouse,R,Sta,NA,NA,NA,NA,NA,NA,161384,254,40991536,NA,NA,NA,NA,NA,NA,33
SPIRAL,Mouse,Python,DL,NA,NA,NA,NA,NA,NA,161384,254,40991536,NA,NA,NA,NA,NA,NA,33
STAIG,Mouse,Python,DL,NA,NA,NA,NA,NA,NA,161384,254,40991536,NA,NA,NA,NA,NA,NA,33
STAligner,Mouse,Python,DL,NA,NA,NA,NA,NA,NA,161384,254,40991536,NA,NA,NA,NA,NA,NA,33
